erros
0.201594448
1.259646027
0.355608324
1.448735111
-0.042523942
3.958883398
1.928095295
1.139322329
2.339712301
-6.279026473
0.988817365
-1.398142239
0.192050077
-3.641754476
1.521349146
3.458562607
2.709721893
-7.134161402
3.823970772
-8.913544708
-4.552321369
-0.661096329
4.071249638
-5.500281185
3.040605154
-4.451062712
0.068995542
3.762767211
-4.678492968
-4.960361055
-1.915492993
2.674665259
-0.167177018
-0.895023869
-4.792203979
2.961486913
3.569140935
-2.492729569
-1.128494217
3.28406034
4.330963968
3.135450721
-3.94867368
-0.50108916
-0.670870602
-1.055388072
-0.668838184
0.130526398
-2.865831284
-2.205899148
-2.585200997
-5.519033392
2.645679388
1.555855179
-1.22313362
2.073124198
-7.227139511
2.019166091
-3.564954649
1.607393021
-2.564366708
0.011401881
0.561642039
-4.918144038
0.366383825
3.50732957
0.83166694
-0.930349384
-3.989291112
-2.41618778
-0.264865082
2.085942069
-2.426856675
-6.667363072
1.492474452
-2.326058814
2.236978116
-6.799129596
3.97992786
0.936672726
-5.634551853
-0.974008081
1.194701455
3.022252975
2.002984532
-1.461918019
1.299256671
-1.940119307
1.955309996
1.179551955
-1.600428248
1.5
2.048944522
4.123346273
2.941307343
3.045151287
4.083782078
-0.320819244
-0.41283786
-2.715085663
1.231658624
-2.849710056
0.931212589
1.028695949
3.869276097
1.615684201
-0.689939591
0.173375556
3.014184849
1.683868937
-1.604641577
0.392376359
-0.807516036
-0.744937494
-2.672233092
4.587648756
0.459873132
1.559452256
2.462522325
2.008971382
0.849678542
-3.710787558
-2.138639916
-4.608591008
-1.315867706
2.082723523
-3.640282321
1.515965614
-1.965595605
2.711315221
3.34003699
1.150258195
0.612120971
2.513952206
-1.539880982
-0.869631428
1.800415573
1.88767978
4.971802053
-4.704455562
1.948522575
-3.897489393
-1.892773493
-2.946616702
2.581279977
0.17401914
-4.106820244
1.497242617
-3.823862108
-0.41285386
-4.405595332
-1.525988551
-0.143723316
2.004869737
3.083333637
-0.565065081
2.757848428
0.298219657
-4.263519895
-2.813028241
-1.753532088
-3.194640609
3.30625113
2.701326282
-3.456923317
-1.967760285
-5.19797653
-3.889184496
-7.795467518
1.613582212
-3.202040372
-3.992015998
1.794277041
1.503743898
-4.371810274
-5.964563536
-6.309502554
-6.683473764
-4.871792401
4.071334845
1.599265545
0.981956885
3.145175017
2.000270616
-3.543105382
2.11455989
-0.19919906
-8.915358618
-0.741848535
3.5
0.488263187
-5.781971832
1.979705875
-1.387687191
1.838932639
4.019034986
-4.266492554
0.011658318
-5.162365373
-6.250213196
-4.112926824
-5.443037759
-4.206225964
1.59823532
0.732581433
2.878347391
-3.167315953
-1.974009894
0.606807514
3.833492065
-7.968954663
0.61209496
1.566627403
-0.823380941
-5.058236924
1.607081702
2.228085773
-0.104632712
-1.689376944
-5.138533907
-5.921931712
-2.956761267
0.409583636
2.769350936
2.072792912
-5.393797488
0.250258511
3.710807684
-2.94033156
0.434965084
-0.391318631
1.752485034
1.672969074
-3.019255769
-0.296398541
2.947999655
1.310748963
-0.666854895
-0.307910093
-2.120849075
4.212767078
3.8950972
1.112002168
3.467228519
-4.661736885
2.192192454
2.976393713
4.673592793
0.780924392
0.284603946
0.01825805
-0.805887618
-3.954460905
-7.449441551
0.454798436
2.022381705
-1.703306028
-3.394776852
-0.588355338
2.988347508
-0.035182915
-5.973183264
0.465177088
2.672041779
0.571461402
-4.762477809
-6.230629553
-1.216103132
2.446009064
-5.944653496
-2.449899847
1.967157852
0.661750161
-1.017637685
2.935268498
-2.504895464
1.543710524
0.735380377
1.610302506
-0.951694086
2.055875967
-5.024544787
-5.293067527
-0.305430034
0.388388597
-1.051083714
1.576741946
-5.331076223
-4.768389523
-3.029168586
0.427260787
1.594166442
2.191751608
2.005148433
1.982067327
1.283793531
-3.940902666
-5.881978328
-8.410822568
-2.437287797
0.143799606
-0.992004331
-5.036548425
4.407710054
-0.05144063
-1.987205778
-0.630106604
-3.627071354
-6.486045835
2.507287425
-2.24225268
-0.478742529
4.037486569
-1.248427688
0.634964264
1.059340015
-3.979874407
3.47747452
-3.683110362
0.3541957
0.949936082
-0.039980152
2.01149085
1.07489667
-3.431125184
-4.04040517
4.088141099
-0.071810142
-6.776888423
-0.358162824
-0.001063213
-8.130295603
3.569896741
2.277231775
-0.689279293
1.292994763
-5.978357236
3.088614802
3.750108659
3.455265178
1.142160466
-0.213697795
3.318488919
-0.650502761
-0.657985934
-3.130289532
-3.934616601
2.540586443
-4.952449273
3.685689167
-4.867314331
3.702904811
-0.121535911
3.924468903
2.698047832
1.851785256
-5.034108327
0.523666895
-0.975839216
0.997348452
1.582686174
4.044972307
-4.265941865
1.856362201
-3.67690965
0.229751942
-1.627490217
-0.284133301
2.731460741
2.43351986
-4.663408868
2.458999831
-9.369969211
0.208256297
-1.326701456
-1.797709742
-5.96938493
-0.305348288
4.468846464
3.822460555
-3.589188359
-1.580561378
0.364377153
-0.802792687
4.065433379
0.003031066
4.464707175
-0.981962846
0.190285188
3.095558009
4.418956991
3.182529373
-0.384255712
2.718632346
-0.704901691
2.028208883
-1.988075795
-1.462984059
-5.514867821
2.715432878
-2.431281569
-7.69922227
1.595892682
2.004782331
1.695328979
-3.438832218
0.695346797
-1.749838891
-5.011847559
1.768319594
-0.989756703
-4.595392571
-2.908078306
-5.810173598
-1.768395961
-1.263962033
0.102880503
-0.029099092
0.686565687
-5.989453309
-0.053070599
-1.518718253
1.250529316
-1.44785626
-2.363247502
-1.623887118
-5.694816989
-6.365429903
5
-0.926891634
4.033890017
2.207816057
2.248650509
4
-2.411807316
0.259900955
1.619592184
0.998302141
2.050533727
2.565496747
1.655058356
-2.598713177
-0.762851157
0.388541187
-0.003831666
1.121198823
-2.331061745
2.501009752
-1.149469305
-2.913581064
-1.920451507
2.206448026
3.908749285
-3.655145744
3.532831311
2.672162264
3.029194893
-4.52138325
-0.057878611
2.100587098
-2.702184319
2.053856824
0.461709009
-0.64641006
-1.990434771
0.819167425
2.400535373
-1.979364798
1.303404774
2.871165255
1.903888657
2.172445213
2.044134005
-5.506970172
-0.947468745
-1.999654945
0.732362287
3.621293336
2.350266604
-0.285081448
-1.460854571
-3.570223112
-5.442812994
0.123324014
0.456100473
4.064076959
-1.502305316
-0.069727191
-0.517707975
0.204153006
-5.876838549
3.034297966
